Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
CASH,2,4,23.4,179.97,Advance shipping,0,17,Cleats,Miami,EE. UU.,Mary,1205,Powell,Corporate,FL,9299 Quiet Pioneer Forest,33126.0,4,Apparel,25.86028481,-80.19734192,LATAM,Tegucigalpa,Honduras,1205,59.99,0.25,59.99,0.13,4,239.96,179.97,23.4,Central America,Francisco Morazán,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,6,4,-239.89,287.98,Shipping canceled,0,43,Camping & Hiking,Napa,EE. UU.,Anna,9527,Smith,Consumer,CA,1663 Hidden Brook Island,94558.0,7,Fan Shop,38.33678055,-122.2619247,Europe,Munich,Alemania,9527,12.0,0.04,299.98,-0.83,1,299.98,287.98,-239.89,Western Europe,Bavaria,CANCELED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
TRANSFER,5,4,-174.68,109.17,Shipping canceled,0,29,Shop By Sport,Caguas,Puerto Rico,Nancy,3808,Smith,Home Office,PR,7247 Honey Prairie Field,725.0,5,Golf,18.24947357,-66.3706131,Pacific Asia,Jeddah,Arabia Saudí,3808,10.8,0.09,39.99,-1.6,3,119.97,109.17,-174.68,West Asia,Meca,SUSPECTED_FRAUD,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,0,0,56.69,226.77,Shipping on time,0,71,Music,Brooklyn,EE. UU.,Jayme,16249,Diaz,Consumer,NY,1829 Jagged Gate Forest,11201.0,9,Discs Shop,40.62839508,-73.94129944,Pacific Asia,Ueda,Japón,16249,33.88,0.13,260.65,0.25,1,260.65,226.77,56.69,Eastern Asia,Nagano,COMPLETE,Rock music,260.65,Same Day
PAYMENT,5,4,-6.76,41.5,Late delivery,1,24,Women's Apparel,Richmond,EE. UU.,Ashley,4613,Gordon,Home Office,TX,1306 Rustic Towers,77469.0,5,Golf,29.58152199,-95.76487732,Pacific Asia,Ajmer,India,4613,8.5,0.17,50.0,-0.16,1,50.0,41.5,-6.76,South Asia,Rajastán,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,0,0,46.8,97.49,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Lauren,8201,Smith,Consumer,PR,9335 Old Autoroute,725.0,4,Apparel,18.29239273,-66.37050629,Pacific Asia,Perth,Australia,8201,32.5,0.25,129.99,0.48,1,129.99,97.49,46.8,Oceania,Australia Occidental,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
DEBIT,3,4,40.68,359.98,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,Grace,10798,Moore,Corporate,PR,9416 Easy Freeway,725.0,7,Fan Shop,18.21537209,-66.37062073,USCA,Houston,Estados Unidos,10798,40.0,0.1,399.98,0.11,1,399.98,359.98,40.68,US Center ,Texas,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,3,4,10.79,107.89,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,83,Wong,Corporate,PR,8584 Lazy Via,725.0,4,Apparel,18.25025749,-66.05857849,USCA,Oklahoma City,Estados Unidos,83,22.1,0.17,129.99,0.1,1,129.99,107.89,10.79,US Center ,Oklahoma,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,0,0,-1.04,41.73,Shipping on time,0,41,Trade-In,Spring Valley,EE. UU.,Mary,8313,Smith,Corporate,CA,3503 Tawny Oak Ridge,91977.0,6,Outdoors,32.74972153,-117.0022583,Europe,Dresden,Alemania,8313,6.24,0.13,15.99,-0.03,3,47.97,41.73,-1.04,Western Europe,Sajonia,ON_HOLD,Glove It Urban Brick Golf Towel,15.99,Same Day
DEBIT,2,2,-9.0,119.97,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,Cynthia,12266,Moody,Home Office,PR,2563 Pleasant Quail Highway,725.0,5,Golf,18.29936981,-66.37055969,LATAM,Coyoacán,México,12266,39.99,0.25,39.99,-0.08,4,159.96,119.97,-9.0,Central America,Distrito Federal,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
PAYMENT,0,0,115.19,239.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,2179,Duncan,Home Office,PR,779 Golden View Glade,725.0,7,Fan Shop,18.25794792,-66.37051392,Africa,Monrovia,Liberia,2179,60.0,0.2,299.98,0.48,1,299.98,239.98,115.19,West Africa,Montserrado,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Same Day
PAYMENT,2,1,87.15,232.41,Late delivery,1,46,Indoor/Outdoor Games,Bronx,EE. UU.,Steven,11393,Wong,Corporate,NY,2042 Heather Trace,10452.0,7,Fan Shop,40.8405571,-73.87830353,Europe,Cologne,Alemania,11393,17.49,0.07,49.98,0.38,5,249.9,232.41,87.15,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,First Class
PAYMENT,5,2,73.8,163.99,Late delivery,1,48,Water Sports,Bensalem,EE. UU.,Gerald,11758,Smith,Consumer,PA,5012 Stony Quail Drive,19020.0,7,Fan Shop,40.11086273,-74.91168213,LATAM,Mexico City,México,11758,36.0,0.18,199.99,0.45,1,199.99,163.99,73.8,Central America,Distrito Federal,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,4,2,40.67,116.2,Late delivery,1,26,Girls' Apparel,Caguas,Puerto Rico,Kelly,1260,Calderon,Consumer,PR,6567 High Lagoon Heath,725.0,5,Golf,18.22154045,-66.37063599,Europe,Dublín,Irlanda,1260,23.8,0.17,70.0,0.35,2,140.0,116.2,40.67,Northern Europe,Dublín,COMPLETE,adidas Youth Germany Black/Red Away Match Soc,70.0,Second Class
PAYMENT,2,2,40.46,189.95,Shipping on time,0,29,Shop By Sport,Orlando,EE. UU.,Alexander,3896,Smith,Corporate,FL,8615 Amber Spring Link,32825.0,5,Golf,28.55625916,-81.27587128,Pacific Asia,Bangkok,Tailandia,3896,10.0,0.05,39.99,0.21,5,199.95,189.95,40.46,Southeast Asia,Bangkok,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class
CASH,4,4,-527.95,319.97,Shipping on time,0,9,Cardio Equipment,Fontana,EE. UU.,Mary,1545,Smith,Consumer,CA,3481 Crystal Campus,92335.0,3,Footwear,34.09395981,-117.4498901,USCA,Atlanta,Estados Unidos,1545,79.99,0.2,99.99,-1.65,4,399.96,319.97,-527.95,South of  USA ,Georgia,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,5,2,40.98,126.09,Shipping canceled,0,18,Men's Footwear,Caguas,Puerto Rico,Mary,11569,Smith,Corporate,PR,4906 Rustic Round,725.0,4,Apparel,18.25144386,-66.37052155,Pacific Asia,Manila,Filipinas,11569,3.9,0.03,129.99,0.33,1,129.99,126.09,40.98,Southeast Asia,Capital Nacional,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
TRANSFER,4,4,48.7,167.93,Shipping on time,0,46,Indoor/Outdoor Games,Hagerstown,EE. UU.,William,8753,Smith,Consumer,MD,1853 Umber Field,21740.0,7,Fan Shop,39.64164352,-77.71981812,Pacific Asia,Chengdu,China,8753,31.99,0.16,49.98,0.29,4,199.92,167.93,48.7,Eastern Asia,Sichuan,PENDING,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,5,2,-153.59,191.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mary,4536,Griffin,Consumer,PR,4802 Umber Village,725.0,7,Fan Shop,18.25167275,-66.37060547,Europe,Bielefeld,Alemania,4536,8.0,0.04,199.99,-0.8,1,199.99,191.99,-153.59,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
DEBIT,6,4,-35.84,59.73,Late delivery,1,36,Golf Balls,Clarksville,EE. UU.,Mary,11871,Hall,Corporate,TN,595 Jagged Villas,37042.0,6,Outdoors,36.54824066,-87.37922669,Africa,Abeokuta,Nigeria,11871,12.23,0.17,17.99,-0.6,4,71.96,59.73,-35.84,West Africa,Ogun,COMPLETE,Hirzl Women's Soffft Flex Golf Glove,17.99,Standard Class
PAYMENT,2,2,79.9,169.99,Shipping on time,0,48,Water Sports,Powder Springs,EE. UU.,Christopher,7564,Smith,Consumer,GA,7086 Misty Rise Expressway,30127.0,7,Fan Shop,33.86013031,-84.68437958,Europe,Hamburgo,Alemania,7564,30.0,0.15,199.99,0.47,1,199.99,169.99,79.9,Western Europe,Hamburgo,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,2,1,27.39,82.99,Late delivery,1,9,Cardio Equipment,Brandon,EE. UU.,Emily,154,May,Corporate,FL,6697 Thunder Dale Downs,33511.0,3,Footwear,27.88389015,-82.29720306,USCA,Louisville,Estados Unidos,154,17.0,0.17,99.99,0.33,1,99.99,82.99,27.39,West of USA ,Colorado,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,First Class
TRANSFER,2,4,0.32,26.38,Shipping canceled,0,36,Golf Balls,Fresno,EE. UU.,Hannah,3753,Smith,Home Office,CA,8470 Amber Street,93722.0,6,Outdoors,36.85815048,-119.7859116,LATAM,Mexico City,México,3753,3.6,0.12,14.99,0.01,2,29.98,26.38,0.32,Central America,Distrito Federal,CANCELED,Hirzl Women's Hybrid Golf Glove,14.99,Standard Class
DEBIT,6,2,91.84,327.98,Late delivery,1,45,Fishing,Van Nuys,EE. UU.,Mary,9229,Hernandez,Corporate,CA,9391 Little Leaf Ramp,91406.0,7,Fan Shop,34.24085999,-118.4502869,Europe,Mougins,Francia,9229,72.0,0.18,399.98,0.28,1,399.98,327.98,91.84,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
DEBIT,1,0,24.75,198.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,4188,Smith,Home Office,PR,5041 Sleepy Lane,725.0,5,Golf,18.26464081,-66.37059784,LATAM,Ciego de Ávila,Cuba,4188,2.0,0.01,50.0,0.13,4,200.0,198.0,24.75,Caribbean,Ciego de Ávila,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day
CASH,5,4,35.4,113.09,Late delivery,1,18,Men's Footwear,Harvey,EE. UU.,Mary,2624,Smith,Corporate,IL,4135 Old Hickory Bend,60426.0,4,Apparel,41.8142395,-87.89003754,Europe,Stoke-on-Trent,Reino Unido,2624,16.9,0.13,129.99,0.31,1,129.99,113.09,35.4,Northern Europe,Inglaterra,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,5,4,50.0,199.99,Late delivery,1,48,Water Sports,San Diego,EE. UU.,Anthony,9225,Smith,Consumer,CA,7096 Lazy Pathway,92104.0,7,Fan Shop,32.75012589,-117.1374207,Pacific Asia,Yazd,Irán,9225,0.0,0.0,199.99,0.25,1,199.99,199.99,50.0,South Asia,Yazd,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,2,1,-88.65,53.73,Late delivery,1,41,Trade-In,Brooklyn,EE. UU.,Rebecca,2133,Roberts,Consumer,NY,7658 Foggy Prairie Maze,11203.0,6,Outdoors,40.65559006,-73.9330368,Pacific Asia,Brisbane,Australia,2133,10.23,0.16,15.99,-1.65,4,63.96,53.73,-88.65,Oceania,Queensland,COMPLETE,Glove It Imperial Golf Towel,15.99,First Class
PAYMENT,4,4,9.37,74.97,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Mary,10519,Smith,Consumer,PR,4110 Quaking Abbey,725.0,7,Fan Shop,18.26521111,-66.37055206,Pacific Asia,Jinan,China,10519,24.99,0.25,49.98,0.13,2,99.96,74.97,9.37,Eastern Asia,Shandong,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
TRANSFER,3,2,-303.97,379.96,Shipping canceled,0,9,Cardio Equipment,Caguas,Puerto Rico,Mark,5143,Smith,Consumer,PR,8172 Easy River Farms,725.0,3,Footwear,18.23134613,-66.37059784,Africa,Johannesburg,SudAfrica,5143,20.0,0.05,99.99,-0.8,4,399.96,379.96,-303.97,Southern Africa,Gauteng,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class
DEBIT,5,4,7.04,80.0,Late delivery,1,24,Women's Apparel,Howell,EE. UU.,Mary,11246,Smith,Consumer,MI,9236 High Lake Maze,48843.0,5,Golf,42.60770416,-83.93352509,LATAM,Tegucigalpa,Honduras,11246,20.0,0.2,50.0,0.09,2,100.0,80.0,7.04,Central America,Francisco Morazán,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,1,0,46.07,95.98,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Patricia,3095,Hayes,Consumer,PR,5755 Thunder Nectar Gate,725.0,5,Golf,18.24947929,-66.37057495,LATAM,Buenos Aires,Argentina,3095,23.99,0.2,39.99,0.48,3,119.97,95.98,46.07,South America,Buenos Aires,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day
DEBIT,6,4,87.42,186.0,Late delivery,1,24,Women's Apparel,Asheboro,EE. UU.,Mary,5360,Smith,Consumer,NC,8929 Harvest Promenade,27203.0,5,Golf,35.70111466,-79.82025147,Europe,Douarnenez,Francia,5360,14.0,0.07,50.0,0.47,4,200.0,186.0,87.42,Western Europe,Bretaña,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
TRANSFER,5,4,-72.09,269.98,Shipping canceled,0,43,Camping & Hiking,Caguas,Puerto Rico,Nicholas,6643,Smith,Consumer,PR,2407 Thunder Mountain,725.0,7,Fan Shop,18.22770309,-66.37060547,USCA,Indianapolis,Estados Unidos,6643,30.0,0.1,299.98,-0.27,1,299.98,269.98,-72.09,US Center ,Indiana,CANCELED,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
DEBIT,2,1,19.78,116.37,Late delivery,1,29,Shop By Sport,Rome,EE. UU.,Joseph,3369,Clark,Consumer,NY,8056 Golden Log Bend,13440.0,5,Golf,43.21662521,-75.45603943,Europe,Gillingham,Reino Unido,3369,3.6,0.03,39.99,0.17,3,119.97,116.37,19.78,Northern Europe,Inglaterra,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
DEBIT,4,4,68.97,156.76,Shipping on time,0,29,Shop By Sport,Memphis,EE. UU.,Jordan,8930,Mcgee,Consumer,TN,2291 Velvet Berry Freeway,38128.0,5,Golf,35.19882584,-89.90473938,USCA,Anaheim,Estados Unidos,8930,3.2,0.02,39.99,0.44,4,159.96,156.76,68.97,West of USA ,California,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,3,4,34.1,117.58,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Mary,8163,Johnson,Corporate,PR,2059 Sunny Cape,725.0,4,Apparel,18.24150658,-66.37062073,Europe,Almelo,Países Bajos,8163,2.4,0.02,59.99,0.29,2,119.98,117.58,34.1,Western Europe,Overijssel,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,3,4,11.44,44.0,Advance shipping,0,24,Women's Apparel,Endicott,EE. UU.,Diane,9776,Davis,Consumer,NY,2328 Rustic Elk Abbey,13760.0,5,Golf,42.10362625,-76.03582764,LATAM,Monterrey,México,9776,6.0,0.12,50.0,0.26,1,50.0,44.0,11.44,Central America,Nuevo León,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
PAYMENT,1,0,26.46,293.98,Late delivery,1,43,Camping & Hiking,Marietta,EE. UU.,Debra,11626,Bradshaw,Consumer,GA,5767 High Carrefour,30067.0,7,Fan Shop,33.9172287,-84.47109222,Africa,Rabat,Marruecos,11626,6.0,0.02,299.98,0.09,1,299.98,293.98,26.46,North Africa,Rabat-Salé-Zemur-Zaer,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Same Day
DEBIT,6,4,59.9,124.79,Late delivery,1,18,Men's Footwear,Chicago,EE. UU.,Mary,1905,Hart,Home Office,IL,1820 Iron Zephyr Hill,60651.0,4,Apparel,41.89625168,-87.67304993,USCA,Cleveland,Estados Unidos,1905,5.2,0.04,129.99,0.48,1,129.99,124.79,59.9,East of USA,Ohio,ON_HOLD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,3,4,7.68,76.78,Advance shipping,0,26,Girls' Apparel,Cumberland,EE. UU.,Matthew,5640,Smith,Consumer,MD,1121 Amber Abbey,21502.0,5,Golf,39.63772202,-78.82624817,Pacific Asia,Bagdad,Irak,5640,3.2,0.04,39.99,0.1,2,79.98,76.78,7.68,West Asia,Bagdad,COMPLETE,TYR Boys' Team Digi Jammer,39.99,Standard Class
TRANSFER,5,4,59.39,179.97,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Lisa,7720,Ramirez,Consumer,PR,4746 Quaking Bear Valley,725.0,4,Apparel,18.21931267,-66.37059021,LATAM,Brasília,Brasil,7720,59.99,0.25,59.99,0.33,4,239.96,179.97,59.39,South America,Distrito Federal,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,5,2,-62.59,383.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,John,10700,Price,Consumer,PR,1637 High Butterfly Bank,725.0,7,Fan Shop,18.26580811,-66.37062073,USCA,Albuquerque,Estados Unidos,10700,16.0,0.04,399.98,-0.16,1,399.98,383.98,-62.59,West of USA ,Nuevo México,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
CASH,4,4,24.0,191.97,Shipping on time,0,17,Cleats,Powder Springs,EE. UU.,Gloria,4484,Smith,Consumer,GA,19 Clear Autumn Estates,30127.0,4,Apparel,33.86013031,-84.68437958,Pacific Asia,Agra,India,4484,47.99,0.2,59.99,0.13,4,239.96,191.97,24.0,South Asia,Uttar Pradesh,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
CASH,6,2,6.1,53.99,Late delivery,1,17,Cleats,Atlanta,EE. UU.,Rachel,8437,Sweeney,Consumer,GA,7130 Tawny Bay,30331.0,4,Apparel,33.69275665,-84.61947632,Europe,Le Mans,Francia,8437,6.0,0.1,59.99,0.11,1,59.99,53.99,6.1,Western Europe,Países del Loira,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Second Class
TRANSFER,3,4,23.75,118.77,Advance shipping,0,6,Tennis & Racquet,Caguas,Puerto Rico,Scott,11852,Smith,Corporate,PR,8685 Thunder Freeway,725.0,2,Fitness,18.2559967,-66.37050629,Africa,Kinshasa,República Democrática del Congo,11852,16.2,0.12,44.99,0.2,3,134.97,118.77,23.75,Central Africa,Kinshasa,PENDING,Nike Men's Comfort 2 Slide,44.99,Standard Class
DEBIT,2,4,51.18,104.44,Advance shipping,0,12,Boxing & MMA,Caguas,Puerto Rico,Paul,7950,Smith,Consumer,PR,7797 Colonial Gate Field,725.0,3,Footwear,18.25093842,-66.37055969,Europe,Dublín,Irlanda,7950,5.5,0.05,54.97,0.49,2,109.94,104.44,51.18,Northern Europe,Dublín,COMPLETE,Under Armour Women's Micro G Skulpt Running S,54.97,Standard Class
PAYMENT,6,2,98.0,199.99,Late delivery,1,48,Water Sports,Carlisle,EE. UU.,Michael,558,Mclaughlin,Consumer,PA,4927 Dewy Farms,17013.0,7,Fan Shop,40.20003891,-77.24391937,LATAM,Belo Horizonte,Brasil,558,0.0,0.0,199.99,0.49,1,199.99,199.99,98.0,South America,Minas Gerais,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Second Class
PAYMENT,5,4,109.16,227.41,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,William,4893,Smith,Consumer,PR,6158 Silver Apple Field,725.0,7,Fan Shop,18.25535584,-66.37052155,USCA,Los Angeles,Estados Unidos,4893,22.49,0.09,49.98,0.48,5,249.9,227.41,109.16,West of USA ,California,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,2,1,6.43,128.69,Late delivery,1,18,Men's Footwear,Milwaukee,EE. UU.,Charles,1859,Smith,Consumer,WI,7509 Harvest Highlands,53209.0,4,Apparel,43.05253601,-88.00619507,Europe,Turin,Italia,1859,1.3,0.01,129.99,0.05,1,129.99,128.69,6.43,Southern Europe,Piamonte,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
PAYMENT,5,4,38.22,127.39,Late delivery,1,18,Men's Footwear,Elmhurst,EE. UU.,David,6053,Smith,Corporate,NY,7588 High Way,11373.0,4,Apparel,40.74718475,-73.87696838,USCA,New York City,Estados Unidos,6053,2.6,0.02,129.99,0.3,1,129.99,127.39,38.22,East of USA,Nueva York,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,5,4,38.03,112.5,Late delivery,1,24,Women's Apparel,Pompano Beach,EE. UU.,Mary,596,Serrano,Corporate,FL,9729 Middle Shadow Run,33065.0,5,Golf,25.63663673,-80.30109406,Europe,Gap,Francia,596,37.5,0.25,50.0,0.34,3,150.0,112.5,38.03,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class
CASH,2,1,146.98,293.95,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Angela,9517,Vargas,Consumer,PR,479 Round Pine Hollow,725.0,4,Apparel,18.22524643,-66.3706131,LATAM,Mexico City,México,9517,6.0,0.02,59.99,0.5,5,299.95,293.95,146.98,Central America,Distrito Federal,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,First Class
TRANSFER,2,4,8.36,37.99,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,8311,Morgan,Home Office,PR,2517 Harvest Autumn Forest,725.0,5,Golf,18.28231812,-66.37052918,Pacific Asia,Seúl,Corea del Sur,8311,2.0,0.05,39.99,0.22,1,39.99,37.99,8.36,Eastern Asia,Seúl,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
DEBIT,4,4,58.0,126.09,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Olivia,7179,Matthews,Corporate,PR,9922 Misty Oak Inlet,725.0,4,Apparel,18.20823288,-66.37055969,Europe,Bury,Reino Unido,7179,3.9,0.03,129.99,0.46,1,129.99,126.09,58.0,Northern Europe,Inglaterra,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,1,0,1.7,85.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,192,Hall,Home Office,PR,3342 Bright Robin Stead,725.0,5,Golf,18.247612,-66.02527618,Europe,Villenave-d'Ornon,Francia,192,15.0,0.15,50.0,0.02,2,100.0,85.0,1.7,Western Europe,Aquitania-Lemosín-Poitou-Charentes,ON_HOLD,Nike Men's Dri-FIT Victory Golf Polo,50.0,Same Day
CASH,4,4,27.93,56.99,Shipping on time,0,17,Cleats,San Ramon,EE. UU.,Mary,11253,Barron,Corporate,CA,8231 Lost Cape,94583.0,4,Apparel,37.77399063,-121.966629,Pacific Asia,Hanoi,Vietnam,11253,3.0,0.05,59.99,0.49,1,59.99,56.99,27.93,Southeast Asia,Th? Dô Hà N?i,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,3,4,3.8,189.98,Advance shipping,0,9,Cardio Equipment,Brooklyn,EE. UU.,Zachary,2644,Brown,Home Office,NY,6588 Burning Pike,11218.0,3,Footwear,40.64059448,-73.97518921,LATAM,Culiacán,México,2644,10.0,0.05,99.99,0.02,2,199.98,189.98,3.8,Central America,Sinaloa,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,5,4,89.63,248.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Mary,11401,Smith,Consumer,PR,7550 Bright Goose Boulevard,725.0,7,Fan Shop,18.21956253,-66.37063599,LATAM,León,Nicaragua,11401,51.0,0.17,299.98,0.36,1,299.98,248.98,89.63,Central America,León,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,4,4,76.25,185.98,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Mary,2927,Sanchez,Home Office,PR,3977 Colonial Towers,725.0,3,Footwear,18.22215653,-66.37059784,USCA,Westfield,Estados Unidos,2927,14.0,0.07,99.99,0.41,2,199.98,185.98,76.25,East of USA,Nueva Jersey,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
TRANSFER,5,4,151.26,447.52,Shipping canceled,0,62,Cameras ,San Marcos,EE. UU.,Constance,13022,Gomez,Corporate,TX,1655 Little Bear Circle,78666.0,10,Technology,29.85276985,-97.93991852,Europe,La Teste-de-Buch,Francia,13022,4.52,0.01,452.04,0.34,1,452.04,447.52,151.26,Western Europe,Aquitania-Lemosín-Poitou-Charentes,SUSPECTED_FRAUD,Web Camera,452.04,Standard Class
DEBIT,0,0,51.48,114.39,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,David,3433,James,Corporate,PR,4560 Hidden Ridge,725.0,4,Apparel,18.22832108,-66.37055206,LATAM,Lima,Perú,3433,15.6,0.12,129.99,0.45,1,129.99,114.39,51.48,South America,Lima (ciudad),COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day
DEBIT,3,2,15.47,59.5,Late delivery,1,26,Girls' Apparel,Plymouth,EE. UU.,Mary,7920,Smith,Consumer,MA,1143 Golden Quail Gardens,2360.0,5,Golf,41.95851135,-70.66861725,Pacific Asia,Antalya,Turquía,7920,10.5,0.15,70.0,0.26,1,70.0,59.5,15.47,West Asia,Antalya,COMPLETE,adidas Youth Germany Black/Red Away Match Soc,70.0,Second Class
DEBIT,2,2,92.24,245.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Sara,11230,Collins,Consumer,PR,1017 Quiet Villas,725.0,7,Fan Shop,18.28994179,-66.37063599,USCA,Los Angeles,Estados Unidos,11230,54.0,0.18,299.98,0.38,1,299.98,245.98,92.24,West of USA ,California,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
DEBIT,2,1,9.26,79.18,Late delivery,1,29,Shop By Sport,Fort Worth,EE. UU.,Tyler,1076,Thompson,Consumer,TX,7844 Rocky Deer Avenue,76116.0,5,Golf,32.73230743,-97.47290802,Europe,Magnitogorsk,Rusia,1076,0.8,0.01,39.99,0.12,2,79.98,79.18,9.26,Eastern Europe,Cheliábinsk,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
